Random,Random,Random,Random,First,First,First,First,Degree,Degree,Degree,Degree,Normal,Normal,Normal,Normal,Sugar,Sugar,Sugar,Sugar,Difficulty,Difficulty
36,25,136,207,38,33,170,269,41,21,106,154,43,22,108,150,49,33,181,287,.000579341,6
41,38,245,416,27,33,180,309,14,10,50,75,33,20,98,164,28,22,201,365,.000397191,3
31,35,264,464,27,38,220,387,65,43,211,363,59,42,190,325,22,25,168,297,.000449154,3
40,41,227,380,24,31,140,232,47,30,131,220,46,30,134,226,31,30,167,274,.000425566,4
44,47,286,492,48,59,325,563,62,45,208,349,71,43,225,385,34,25,148,235,.000586734,3
26,33,188,323,31,32,186,314,12,10,48,74,33,25,120,203,29,30,196,338,.000621716,3
22,19,172,310,18,21,153,272,25,15,97,164,25,16,102,174,21,15,128,222,.000300005,2
49,40,215,344,33,37,281,506,28,23,106,164,36,24,113,175,37,34,194,319,.000539416,4
18,24,138,243,36,37,220,368,43,27,163,279,36,21,137,231,21,22,172,311,.000554505,2
24,27,117,185,39,40,236,406,47,35,150,253,53,43,169,277,24,23,94,155,.00104214,3
33,33,193,323,25,31,182,315,59,42,159,249,57,38,145,227,44,40,263,451,.000523567,2
33,32,210,360,22,23,132,225,18,9,49,64,20,10,53,69,9,6,30,41,.000240344,4
30,25,136,219,21,23,139,242,24,18,93,161,24,18,94,163,26,18,115,191,.000392924,4
27,22,216,387,17,22,198,364,25,13,107,189,29,17,123,211,19,16,242,459,.000429814,2
38,39,208,351,25,31,120,193,40,28,162,276,37,23,140,235,23,23,100,167,.000560779,3
24,24,171,295,22,29,158,274,20,15,87,151,20,15,87,151,20,17,100,166,.000341655,3
24,21,95,143,48,57,370,649,25,23,110,193,25,23,112,191,23,22,109,179,.000468261,3
21,12,97,159,21,21,149,261,15,6,65,101,15,6,65,101,14,6,66,105,.000230467,2
33,30,170,284,28,34,189,330,31,23,115,205,34,25,128,229,34,29,169,277,.000488077,2
52,46,259,432,32,41,228,394,51,31,160,264,43,25,135,223,28,24,153,249,.000458342,6
30,27,132,205,33,35,186,310,24,15,78,118,24,15,78,118,24,18,123,207,.000330024,7
40,40,172,270,28,41,251,448,46,32,165,267,40,27,145,236,55,45,287,508,.000598805,2
21,16,138,234,14,15,114,199,15,8,67,112,17,8,71,120,12,7,56,90,.000317316,3
39,40,281,484,48,49,376,661,39,20,78,90,39,20,78,90,31,25,79,100,.000284688,8
45,49,278,476,30,39,188,319,26,19,97,165,26,18,95,163,28,30,178,312,.00052348,2
31,34,177,294,31,28,172,286,31,15,110,181,31,22,118,198,23,19,115,190,.000523131,4
49,40,191,307,49,46,257,422,38,25,209,388,42,27,191,354,47,42,249,424,.000654046,5
16,16,123,217,26,26,176,308,25,17,101,173,29,17,114,199,14,13,93,159,.000468753,2
32,35,232,408,26,32,186,319,47,28,182,298,47,28,157,248,31,23,146,235,.000410021,2
38,29,223,378,21,14,147,254,27,13,108,172,27,14,108,172,20,15,118,204,.000355227,4
17,15,146,257,16,18,119,205,18,11,95,167,23,13,102,171,20,14,140,251,.000295772,2
48,45,228,361,66,62,543,962,36,28,161,286,35,26,154,268,37,32,192,331,.000701661,7
51,52,366,640,28,32,201,347,60,39,189,295,67,43,187,291,32,34,254,458,.000605654,6
30,26,233,417,22,20,218,398,33,19,129,217,37,20,140,239,27,24,140,232,.00058881,6
29,24,204,364,22,28,213,390,52,33,177,309,46,30,157,278,45,39,200,346,.000497966,3
50,45,250,403,57,51,211,323,58,41,206,327,38,27,95,121,43,41,207,338,.000829726,10
23,20,129,218,15,20,156,287,39,17,111,166,38,18,118,188,24,15,100,158,.000331293,4
32,35,185,309,38,43,172,274,46,32,183,345,20,22,109,197,27,28,205,370,.00908691,3
28,24,165,278,17,21,139,246,36,23,137,238,29,19,116,200,22,17,101,168,.000477499,3
60,54,293,475,44,49,291,494,48,34,178,307,48,28,166,277,25,32,184,319,.000516065,2
17,17,75,118,27,30,118,186,38,21,92,132,38,21,93,134,23,15,59,79,.000269872,4
19,22,131,228,13,12,108,191,25,16,91,143,23,16,87,136,22,23,185,339,.000418526,3
12,13,117,211,8,7,82,148,10,6,83,147,10,6,83,147,9,6,82,146,.00023055,3
9,7,123,227,9,10,130,241,12,7,85,154,12,8,70,124,10,6,91,164,.000268313,2
49,46,334,572,52,51,310,518,66,37,176,265,60,35,167,254,50,49,234,383,.000835432,10
28,27,169,279,30,33,211,371,31,24,145,260,46,29,176,281,34,28,139,222,.000615495,3
19,16,99,168,16,19,139,247,25,13,91,159,25,13,88,153,15,10,157,293,.000316968,2
42,50,321,566,22,28,232,426,49,30,180,301,48,30,173,287,38,31,182,318,.000412052,2
25,29,173,299,35,43,177,290,45,36,144,257,41,33,134,239,55,54,282,504,.000690176,4
23,20,164,290,20,17,127,220,27,14,92,139,33,16,107,165,29,17,102,164,.000299926,5
42,42,278,486,27,35,234,414,44,21,146,217,53,23,166,245,27,26,202,359,.000401229,3
14,10,76,123,14,16,147,269,26,13,97,173,21,11,85,148,11,7,56,91,.000293775,3
11,12,98,174,13,11,60,93,29,22,113,185,34,27,117,191,25,25,136,229,.000404299,2
28,28,148,239,35,43,277,488,36,24,149,253,38,25,147,253,31,27,142,234,.000620609,3
35,31,186,303,29,35,201,349,70,42,231,386,65,41,213,347,32,29,165,273,.000570768,4
24,30,158,266,22,31,150,254,18,18,81,143,19,16,84,145,18,22,161,291,.000478559,3
17,17,153,274,26,30,246,445,32,19,139,240,28,18,124,214,26,27,230,418,.000356192,5
35,31,169,268,28,33,129,206,36,22,121,194,36,18,114,189,28,20,126,201,.000430515,2
21,21,124,214,30,31,207,359,31,20,108,169,35,20,122,191,39,32,242,431,.000432077,3
29,31,169,279,25,30,233,419,41,25,164,281,45,26,172,288,30,20,142,241,.000415116,5
21,25,169,302,22,27,142,251,43,27,149,245,40,26,148,245,23,24,168,302,.000574491,3
34,31,173,293,15,19,271,518,26,15,116,203,26,15,111,194,21,17,144,262,.000369147,3
33,44,211,361,29,46,262,466,31,24,120,213,27,19,97,169,26,34,217,389,.000489219,3
49,55,277,457,28,28,146,237,34,28,128,214,37,28,133,230,22,27,144,251,.000558317,3
26,25,180,313,19,21,151,264,67,47,223,355,62,41,195,315,24,22,114,190,.000454533,5
26,28,182,317,27,35,261,476,33,20,110,181,33,21,115,188,35,32,202,364,.000460643,4
31,29,195,330,33,36,246,426,29,20,136,229,35,23,144,239,19,14,66,96,.000413493,5
30,35,206,361,23,29,173,303,37,22,144,263,33,19,126,227,26,26,233,426,.000367631,2
53,42,232,370,48,49,270,452,67,42,194,294,71,43,199,298,36,38,203,336,.00063539,9
25,27,165,281,20,28,213,388,44,29,162,267,37,23,133,223,35,26,187,326,.000418431,3
21,24,246,461,15,22,168,311,20,10,77,128,21,10,79,130,13,10,130,240,.000287736,3
21,19,140,247,26,22,195,344,23,14,97,162,20,12,85,142,14,18,144,266,.000390016,4
24,28,194,347,20,29,164,295,35,19,131,221,35,18,129,218,34,27,175,301,.000517897,5
34,29,148,241,29,37,194,331,38,25,133,221,39,26,128,204,29,33,199,347,.00036987,2
27,20,148,254,15,13,119,207,29,14,109,186,32,16,112,186,19,10,82,139,.000354149,4
40,33,143,214,20,19,135,240,13,6,39,56,13,6,39,56,13,6,40,57,.000247186,3
22,20,111,181,39,40,246,419,46,29,180,295,42,28,152,231,34,30,316,575,.000433005,2
55,54,270,433,46,64,348,603,35,26,129,217,35,26,130,220,42,43,234,388,.0009192,6
21,30,149,260,13,18,112,201,23,14,114,209,21,14,108,197,14,16,205,386,.000379428,2
39,37,256,442,27,35,219,385,26,16,109,191,26,16,109,191,25,19,118,197,.00038489,3
33,32,185,307,25,31,149,248,33,20,109,177,37,24,118,197,33,26,145,250,.000439702,2
55,42,286,470,35,35,225,380,49,31,166,276,51,32,194,347,46,39,213,356,.00072959,5
33,38,208,357,24,27,112,176,56,35,122,179,55,36,181,314,42,40,205,340,.00054071,1
37,31,319,573,34,41,228,396,71,44,215,376,70,44,208,360,27,27,169,297,.000474433,3
43,40,285,486,24,38,184,320,57,37,207,340,60,35,190,309,34,28,214,369,.000616351,4
32,36,176,292,18,25,119,200,55,42,166,306,39,31,124,224,19,18,90,151,.000388531,3
42,42,220,362,21,26,168,297,24,17,87,151,33,24,118,209,20,25,178,317,.000526427,3
21,26,126,208,16,23,78,124,36,28,138,241,33,23,120,203,19,18,72,106,.00039412,3
21,18,126,218,16,13,104,182,28,15,133,236,28,16,133,238,20,15,129,237,.000326033,6
59,54,369,623,29,33,247,439,54,32,170,271,46,29,150,240,38,35,258,444,.000676664,5
48,41,222,358,29,32,220,381,62,43,211,360,23,14,85,142,39,33,246,424,.000561181,3
10,6,52,83,10,9,81,141,18,10,88,154,21,11,94,157,17,12,105,182,.000249457,2
16,15,117,205,8,9,60,103,22,12,74,118,19,11,66,102,20,13,81,131,.000283314,3
10,10,52,82,11,5,38,52,18,9,55,86,19,9,56,87,19,10,57,89,.000288789,3
26,20,104,159,29,26,112,172,42,34,142,215,49,38,155,220,45,35,195,303,.000618247,7
29,32,157,259,37,44,276,486,31,20,132,234,38,24,146,260,32,29,154,264,.000432492,3
28,24,158,262,34,48,342,620,30,20,130,235,28,19,123,223,22,20,154,272,.000379047,2
31,31,195,336,33,38,183,301,35,22,107,173,37,24,112,186,36,26,167,289,.000362974,6
21,12,219,399,20,17,246,450,30,12,579,1121,31,12,577,1117,27,13,312,586,.000386581,10
34,39,220,375,27,29,149,248,31,18,96,154,33,21,93,143,24,20,124,206,.000325339,4
18,22,143,252,12,14,95,164,18,11,59,95,18,11,59,95,18,14,60,97,.000284686,3
50,56,363,636,38,34,214,355,68,40,225,391,68,41,219,379,52,36,181,285,.000564239,5
37,37,203,335,37,44,279,492,28,16,108,184,27,17,104,176,24,29,197,356,.000381152,5
15,10,54,81,9,7,50,81,21,11,88,147,21,11,86,143,15,10,71,119,.000480372,2
29,18,175,298,28,23,143,234,34,23,126,206,41,25,159,260,30,19,119,192,.000533502,4
15,11,95,164,13,8,63,100,10,3,32,44,10,3,31,44,10,3,31,44,.000226953,2
37,46,207,338,27,30,125,198,25,20,89,146,25,19,93,160,29,31,147,244,.000489603,3
31,29,128,198,39,49,304,542,47,34,171,298,46,35,151,255,23,23,228,419,.00071951,3
24,25,143,243,21,22,142,243,40,18,116,178,39,20,115,170,23,17,98,153,.000381537,3
75,63,406,670,37,44,267,461,47,31,191,331,66,41,220,398,28,28,177,302,.00057354,6
38,29,182,290,31,24,158,261,29,15,65,85,28,14,63,83,32,19,82,109,.000341397,8
17,10,88,150,19,21,161,286,16,9,64,108,16,9,64,108,12,5,53,87,.000255202,3
38,41,241,406,25,33,176,304,48,28,156,242,47,27,151,232,34,35,252,442,.000541486,5
54,41,190,288,44,42,199,315,62,38,205,325,53,33,185,299,57,46,257,433,.000784583,6
32,25,164,279,19,27,156,277,17,10,80,142,15,10,74,130,15,11,104,184,.000284608,2
33,36,234,400,38,36,170,267,59,38,194,350,59,38,194,350,49,53,269,445,.000690779,6
52,54,312,527,44,50,231,377,48,36,163,271,46,32,171,279,33,29,150,248,.000795727,6
14,12,122,214,16,15,123,214,32,15,115,182,32,16,114,180,29,15,124,201,.000304255,4
23,29,168,301,19,20,155,272,31,16,112,195,29,16,106,183,13,12,125,229,.000279046,2
29,25,266,479,17,20,175,317,18,7,61,91,25,12,75,110,16,8,59,90,.000323573,4
22,26,162,287,16,25,111,190,17,10,59,94,16,10,56,90,19,16,102,174,.000388043,3
50,53,252,411,39,56,320,564,71,46,223,397,67,43,213,377,38,36,189,307,.00067118,4
30,21,125,195,26,27,183,322,33,25,118,200,20,15,78,118,29,25,115,187,.000368783,5
20,17,181,330,22,19,193,342,27,12,143,251,27,12,137,239,20,11,145,259,.000312357,4
35,39,186,304,27,25,201,352,21,13,83,144,22,14,87,152,23,15,85,134,.000294152,3
56,46,293,483,40,39,205,334,88,48,318,525,91,56,350,567,57,49,291,482,.000750964,11
22,24,120,195,24,30,184,327,63,40,202,332,43,29,157,265,25,28,157,273,.000504421,2
26,24,118,190,17,19,109,184,13,8,50,79,14,9,52,85,13,13,116,211,.000265757,3
40,39,205,330,39,39,248,422,40,29,141,248,32,25,119,212,26,28,161,275,.000395612,3
30,29,142,234,34,42,351,636,46,33,160,273,39,29,143,231,38,38,194,324,.000685548,4
21,20,128,219,24,26,161,275,20,11,72,120,20,11,72,120,22,14,98,170,.000306867,3
34,30,172,280,28,25,160,270,47,33,186,311,59,36,208,334,34,35,153,253,.000653006,4
32,37,213,363,31,44,223,388,69,44,253,415,64,43,227,368,39,36,194,320,.0120013,3
22,18,104,166,28,27,177,301,31,18,109,185,37,19,121,205,34,21,191,336,.000406091,4
29,30,157,261,15,16,114,198,51,33,159,248,36,27,136,234,20,21,144,248,.000492225,5
26,27,85,120,24,29,103,158,48,32,125,182,48,30,126,187,34,26,121,183,.000490445,5
29,35,161,265,18,25,110,182,30,20,105,182,32,24,120,194,18,20,84,132,.000391673,3
34,28,136,214,26,24,102,157,39,21,130,215,39,22,108,170,32,27,131,203,.000375072,4
36,30,189,310,38,36,196,319,37,28,137,212,39,29,144,235,42,36,253,434,.00072602,5
27,28,148,242,33,37,254,441,40,21,142,222,35,19,120,185,30,17,108,162,.000350501,5
18,11,137,242,14,13,161,297,18,8,83,142,17,7,79,134,14,8,92,161,.000263795,4
21,17,110,176,33,28,153,242,26,17,96,148,26,16,93,140,26,19,126,201,.000429407,6
50,46,225,358,29,34,183,306,48,32,173,282,55,36,198,322,38,30,224,380,.000494933,5
41,37,300,527,43,43,226,368,34,28,155,263,29,19,111,179,21,21,114,187,.000475153,3
54,55,260,413,49,54,314,529,37,20,149,250,39,26,156,254,26,20,165,290,.000377412,8
50,52,237,379,34,43,296,528,36,25,129,210,53,39,187,320,41,47,241,411,.000904763,2
33,30,193,323,15,16,92,158,33,20,126,217,32,21,114,184,26,15,119,203,.000364513,3
43,41,249,422,26,38,153,255,30,21,114,204,34,22,125,216,29,26,154,267,.000521127,4
31,23,123,188,26,32,259,466,35,16,145,254,45,21,137,211,28,15,113,185,.000325617,3
32,31,162,263,28,34,153,260,30,25,96,157,32,23,101,163,24,15,168,301,.000363958,2
31,33,220,386,29,31,116,174,78,55,296,504,71,49,235,379,63,54,317,537,.00051568,2
28,27,178,301,29,37,223,394,38,29,132,233,50,33,164,289,23,24,162,290,.000442672,2
23,20,91,143,21,28,116,192,22,15,84,137,37,26,122,182,31,29,161,284,.000396023,2
30,22,196,339,22,29,228,419,31,19,116,183,26,15,105,171,19,21,202,373,.000521654,2
30,26,168,281,40,37,212,349,45,30,156,257,52,32,178,300,38,28,183,312,.000661238,7
25,20,122,202,25,34,204,359,32,25,102,164,43,29,142,244,27,28,192,343,.000574049,3
39,38,186,299,30,30,151,250,57,37,182,287,55,36,167,263,26,19,112,174,.000612032,2
31,33,169,279,16,15,53,75,23,17,67,100,24,17,69,104,14,16,62,97,.000322925,5
32,34,145,233,36,47,261,453,44,30,158,284,50,31,161,290,40,39,249,445,.000574263,2
40,40,250,420,42,39,248,412,28,23,124,216,39,29,160,266,22,24,145,246,.000417115,6
27,24,139,224,27,27,170,294,31,19,110,177,44,28,158,277,27,22,126,215,.000381007,3
16,17,130,229,17,21,151,269,25,16,96,165,22,17,83,142,13,15,164,309,.000414847,3
25,24,153,261,22,30,229,421,44,22,168,282,45,22,170,286,28,21,201,362,.000370615,5
57,54,306,501,40,49,335,591,66,38,204,325,55,36,189,290,36,37,215,358,.000753274,3
36,41,203,337,26,32,179,315,66,51,230,396,54,37,205,370,39,36,205,375,.000714539,4
62,47,246,389,42,46,251,435,51,30,185,322,52,32,178,307,33,29,187,318,.000654652,7
23,15,100,158,28,35,205,355,47,28,183,310,45,27,146,234,35,28,160,265,.000435798,4
19,15,100,161,21,20,159,277,32,18,103,159,29,18,94,143,30,23,176,314,.000344736,2
25,29,154,263,16,13,47,63,40,25,148,233,44,27,164,261,23,24,78,114,.000458764,2
25,22,105,171,23,28,147,251,29,21,88,142,25,20,79,125,23,20,126,213,.000512061,3
17,11,107,181,26,35,266,481,31,16,130,211,34,16,137,225,29,14,117,194,.000323502,4
27,17,93,134,23,18,139,233,45,30,165,266,44,29,193,327,41,22,148,229,.00037477,7
15,13,127,226,15,15,122,214,20,11,79,130,17,9,67,108,13,6,58,96,.000279728,2
14,15,134,241,17,19,90,148,23,14,100,175,19,12,85,149,21,13,131,233,.000322767,3
41,33,206,335,39,33,237,398,44,28,168,269,39,26,157,246,36,32,235,400,.000691259,9
24,24,206,369,33,35,195,330,58,31,217,359,63,30,225,378,40,25,181,301,.000425866,6
28,30,183,321,28,39,212,374,31,22,113,193,38,29,136,217,24,25,109,174,.000412696,2
12,10,128,231,14,15,190,353,29,14,144,263,32,15,156,281,19,12,176,325,.0003316,2
25,27,200,357,26,27,178,302,37,31,130,205,50,33,154,266,29,33,199,351,.000594102,3
25,23,182,323,19,19,153,270,34,18,119,196,29,15,105,159,21,11,104,172,.000334133,4
22,21,214,382,18,22,180,323,31,17,124,204,32,14,128,217,29,17,204,373,.000344906,5
23,29,183,322,20,22,171,301,19,13,81,139,19,14,82,139,24,17,130,228,.000340514,2
31,34,167,281,31,38,185,316,32,22,119,198,25,20,95,158,24,25,190,334,.000418667,3
17,15,110,193,17,19,104,177,22,11,72,106,21,11,70,104,23,12,77,115,.000323656,2
12,12,108,190,14,24,166,304,12,11,105,183,11,10,100,177,11,11,100,177,.000261157,5
25,21,96,145,30,31,221,391,24,15,82,132,20,14,76,126,21,17,98,166,.000405941,4
28,29,150,246,24,37,152,262,28,14,95,154,29,13,97,156,28,26,118,194,.000448207,4
24,29,143,240,32,36,234,403,43,27,149,250,47,30,166,282,30,27,159,262,.000497512,4
29,27,200,342,35,36,187,310,65,43,209,347,54,33,166,271,43,32,160,246,.000519693,3
24,24,179,323,16,21,182,338,18,10,88,153,30,19,125,221,14,12,89,158,.000362897,2
30,28,140,221,48,50,299,502,50,37,164,248,78,52,253,391,50,46,290,486,.000736492,5
25,17,123,199,17,13,109,186,28,13,111,176,27,13,97,155,29,17,175,308,.000308774,5
26,29,200,353,36,41,239,411,36,26,131,227,42,28,140,221,23,28,140,241,.00049706,2
40,40,185,295,44,50,277,475,37,24,126,192,39,24,127,190,45,41,219,358,.000646009,4
19,14,76,118,14,17,128,230,38,26,121,191,35,24,110,177,23,19,110,184,.000316537,5
27,26,180,307,12,14,75,125,26,16,75,115,28,18,79,120,16,13,85,141,.000379286,4
30,33,246,438,31,33,189,324,27,22,103,171,33,23,123,201,22,19,117,199,.000626996,3
22,28,227,412,15,24,131,232,30,21,127,228,22,15,109,203,30,23,240,454,.000445137,3
31,30,132,207,24,28,179,316,32,19,145,244,34,19,147,244,29,27,165,285,.000517553,6
31,29,180,297,19,21,132,226,25,12,121,215,25,13,125,223,25,17,145,246,.000452857,5
24,21,143,240,26,22,155,259,23,18,95,169,16,13,71,121,15,13,83,136,.00029328,2
23,24,136,233,20,24,126,216,28,17,114,189,31,19,126,208,30,26,223,399,.00037759,2
39,41,215,360,40,42,210,346,41,32,147,241,51,32,169,283,31,30,169,291,.000686056,4
32,29,146,233,24,25,168,287,32,19,114,185,29,16,94,146,22,15,84,137,.000359561,5
28,21,100,146,26,28,172,295,25,14,89,140,30,16,106,174,17,13,74,127,.000328274,3
49,50,325,551,35,34,245,424,48,26,191,309,47,26,176,285,42,32,202,332,.000449694,5
17,12,132,233,15,16,233,438,38,21,160,276,31,20,144,244,27,20,203,365,.000351129,4
19,15,119,201,12,14,116,212,18,8,73,128,18,8,70,122,13,8,61,102,.000321925,2
43,49,253,425,37,52,243,418,43,33,178,317,38,29,161,287,36,31,146,235,.000656243,3
34,32,265,468,28,31,183,319,51,34,192,321,56,32,200,333,40,30,168,283,.000432178,7
24,20,155,270,24,24,210,375,28,14,128,231,32,17,131,231,16,14,182,340,.000311442,3
42,46,278,477,24,36,170,295,39,26,148,247,38,25,146,246,36,44,280,487,.000609932,2
28,32,244,437,16,15,185,337,65,42,215,361,57,38,190,314,28,27,271,493,.000592121,3
57,68,369,628,22,18,108,173,37,23,150,261,49,27,211,384,32,18,106,164,.000417113,2
46,53,239,393,41,47,362,644,70,50,210,360,61,45,166,292,31,37,183,307,.000501734,2
21,21,167,299,17,17,162,291,54,29,225,401,57,32,233,419,28,24,239,434,.000351018,3
66,71,378,633,71,78,436,738,86,60,254,438,46,41,172,269,81,81,557,978,.00189066,4
38,42,254,436,30,34,221,384,26,17,112,196,60,40,240,408,31,32,228,414,.000416801,2
27,23,114,175,31,32,128,196,49,30,192,309,48,31,192,312,38,35,251,440,.000821254,5
23,27,180,327,25,32,139,227,54,41,194,325,70,49,235,388,39,41,218,365,.000639466,3
44,43,231,382,17,21,130,225,69,47,266,479,58,39,220,385,40,38,285,514,.000504637,2
31,29,169,280,32,30,231,399,41,20,119,178,45,24,137,210,30,22,109,166,.00032955,6
48,46,192,289,26,36,184,323,42,26,166,294,36,24,153,276,19,20,201,372,.000581635,2
38,34,150,232,35,35,196,327,60,39,210,327,51,33,152,228,28,25,102,154,.000478724,7
36,36,193,319,54,59,368,633,51,31,182,318,54,33,199,346,44,36,257,453,.000520549,5
36,29,152,236,38,29,159,243,32,22,126,209,36,23,134,221,27,19,75,98,.00033975,10
49,46,236,387,39,45,327,580,50,34,134,183,50,35,133,182,47,44,200,337,.000512243,6
83,64,423,690,38,42,241,409,31,23,101,156,49,29,146,228,37,35,176,296,.000665564,4
20,21,143,249,19,25,101,165,11,8,45,70,10,8,41,63,11,10,53,83,.000224826,3
31,28,172,282,19,21,121,207,17,10,57,91,18,10,60,97,14,14,119,214,.000370601,3
48,36,189,285,59,57,340,567,28,22,106,164,31,21,122,209,20,19,79,120,.000436245,4
46,39,253,415,33,36,217,373,30,16,106,161,32,17,103,152,37,26,176,294,.000383135,4
30,31,184,316,27,35,164,280,10,7,30,39,10,7,30,40,12,8,35,46,.000235884,3
42,29,142,205,67,60,396,664,40,33,154,248,64,41,248,426,45,36,144,201,.000901615,9
35,37,171,278,57,57,336,572,50,33,172,300,55,36,177,298,55,52,365,641,.000583621,5
34,37,202,342,17,19,118,200,26,16,89,130,28,17,90,128,19,14,68,98,.000318405,3
21,25,156,272,20,21,229,418,38,18,137,229,35,18,128,218,25,21,127,218,.000450675,4
31,28,269,486,26,27,172,297,35,27,138,240,39,28,148,249,34,28,183,322,.000476546,2
35,32,206,343,29,36,234,410,77,44,265,451,83,53,296,486,51,48,313,547,.000677536,2
49,43,248,404,33,37,179,305,39,28,161,300,44,29,151,278,21,23,144,264,.000599772,2
25,27,147,248,24,28,173,303,30,19,103,159,30,18,108,174,26,20,111,176,.000352057,5
15,13,171,314,14,12,112,197,14,6,60,101,14,6,60,101,12,7,99,179,.000321881,3
23,15,132,221,32,30,229,400,39,24,160,282,26,20,110,184,29,23,223,402,.000464333,4
44,41,231,378,32,44,283,503,33,20,109,192,36,23,123,220,24,25,265,490,.000450996,1
27,28,112,172,42,49,391,701,49,29,159,266,44,27,141,236,38,30,153,257,.000733281,6
34,34,151,236,24,22,153,262,26,13,92,150,27,13,95,156,22,15,168,300,.000320118,6
26,33,158,269,24,35,158,274,28,19,102,177,29,19,98,169,39,34,215,363,.000568872,2
24,19,235,435,21,19,204,369,33,18,173,294,33,18,169,286,29,22,210,376,.000376617,6
56,59,382,654,37,48,243,411,47,31,163,293,43,30,155,278,51,59,362,634,.000685504,4
36,30,182,293,36,46,245,424,56,30,170,282,34,18,106,157,39,36,257,453,.000725976,2
20,17,91,145,22,21,140,244,50,30,168,281,52,32,172,275,28,23,163,284,.000525972,3
36,27,143,216,39,36,194,313,61,40,210,371,65,39,204,361,38,37,174,272,.000562542,9
24,22,103,157,26,36,147,241,40,26,133,215,41,26,140,235,34,32,198,339,.000548494,3
62,65,323,533,34,39,184,306,37,26,151,267,49,29,172,299,34,31,194,337,.000606054,4
18,16,96,155,17,16,146,262,16,10,78,137,15,11,83,147,16,12,118,213,.000276856,3
31,30,176,294,20,19,98,158,53,35,193,320,32,19,124,224,21,22,140,250,.000352471,2
13,11,99,172,22,21,172,307,35,19,163,280,30,19,165,291,24,21,171,306,.000355867,4
27,18,142,229,30,28,172,285,36,20,126,202,38,19,143,240,31,18,142,238,.000582002,5
39,52,348,622,39,51,262,447,68,62,250,408,67,52,241,410,48,50,310,540,.00070376,3
27,30,143,236,20,31,155,271,57,42,223,389,53,36,199,337,28,30,188,326,.000460056,2
36,30,193,322,42,47,209,338,50,37,168,270,41,30,123,190,44,42,202,320,.000720544,7
41,41,207,340,30,36,223,388,13,11,51,79,13,11,51,79,16,12,63,105,.000331304,2
31,28,168,290,37,48,270,468,68,46,224,371,105,72,317,540,40,36,178,282,.0007836,3
16,18,106,186,18,17,99,164,25,16,95,166,25,16,100,172,22,14,105,176,.000330807,2
32,28,127,194,15,15,99,170,28,17,92,155,26,15,88,147,16,11,70,111,.000359851,3
24,18,114,182,18,17,151,266,22,14,65,91,22,14,65,93,20,17,82,130,.000382637,6
28,31,196,340,26,33,209,368,75,41,219,348,84,45,246,375,34,39,252,447,.000548117,3
37,35,213,357,36,43,260,453,57,27,202,330,52,28,189,300,38,24,199,329,.000491359,4
39,42,204,329,27,32,211,370,33,20,94,152,31,21,92,150,36,33,225,396,.00080137,5
40,44,219,363,35,50,274,478,57,40,223,374,61,36,230,395,46,45,211,347,.000707127,3
21,22,142,259,15,18,150,270,32,17,122,196,30,19,113,177,31,21,156,264,.000426012,3
35,35,245,426,35,32,164,263,55,44,191,321,53,39,164,254,33,34,195,340,.00088515,4
54,60,329,550,42,49,272,467,38,27,162,297,35,26,149,271,29,26,182,335,.000810116,3
59,48,325,536,49,43,389,684,42,31,121,179,44,32,131,198,39,26,136,203,.000642593,11
15,14,86,144,16,16,115,201,32,22,102,169,32,22,105,177,15,12,95,163,.000315904,2
17,20,136,241,13,16,85,143,28,16,95,158,25,16,86,139,17,14,78,127,.000314853,2
31,43,178,299,39,42,207,342,58,41,164,253,53,35,151,242,50,54,309,524,.000521814,3
28,30,191,339,18,20,124,215,32,20,124,215,34,19,122,210,14,9,56,87,.000322512,2
16,12,65,101,11,8,57,93,29,14,103,170,44,25,171,295,23,15,239,442,.000318568,4
25,20,128,209,29,30,150,248,36,23,129,218,36,23,131,224,40,30,219,380,.000530745,4
26,17,128,207,22,18,168,295,25,12,99,165,19,11,76,121,23,16,99,155,.000389754,6
50,58,245,399,49,61,266,440,41,35,153,248,41,41,151,231,49,55,379,667,.000625536,6
23,25,130,214,31,34,130,215,52,31,178,325,29,18,109,197,31,25,102,160,.000470581,3
23,24,136,227,20,28,149,258,48,36,170,285,39,29,133,219,31,25,100,154,.000431337,3
34,43,389,715,41,55,235,393,59,36,188,325,61,37,196,319,30,30,153,258,.000546764,3
48,47,254,423,39,47,374,671,60,37,201,337,46,36,182,299,38,36,254,442,.000759024,5
30,27,127,208,28,18,121,188,24,17,157,293,26,19,167,309,29,24,149,259,.000291864,4
17,25,166,301,21,30,170,297,39,27,179,311,39,29,186,333,30,33,233,420,.000442768,2
11,12,133,244,13,14,110,195,16,7,69,117,14,6,64,107,16,9,97,165,.000293109,2
37,32,168,265,39,43,315,556,74,46,215,335,67,48,195,305,31,27,163,269,.000465148,5
26,29,153,257,20,30,166,295,23,19,104,187,49,31,134,219,13,15,107,192,.000413728,2
67,75,366,603,67,64,301,477,63,41,200,335,65,43,203,336,49,45,208,340,.000907039,3
21,22,224,412,10,11,136,251,15,11,62,97,16,11,65,103,15,17,195,367,.000336046,2
16,10,91,152,10,12,91,161,10,4,33,47,10,4,33,47,10,4,33,47,.000213724,2
12,10,89,155,14,14,129,233,15,7,49,74,13,7,45,72,13,7,45,72,.000245294,2
29,20,140,230,28,22,167,282,65,36,208,366,65,37,210,366,48,30,210,351,.000559161,6
